"02/07/2021","KUCHENLAND HOME          SANKT-PETERBURU","399.00","goods"
"02/06/2021","OKRAINA VKUSNEE          g Sankt-PeterRU","-559.00","food"
"02/06/2021","DODOPIZZA.RU             SANKT-PETERBURU","-1039.00","cafe"
"02/06/2021","BUSHE                    SAINT PETERSBRU","-631.60","cafe"
"02/06/2021","APTEKA                   SANKT-PETERBURU","-16.00","health"
"02/06/2021","IP SARYEV F A O          SANKT-PETERBURU","-615.00","food"
"02/06/2021","MAGNIT MK CARSKOE        SANKT-PETERBURU","-239.70","food"
"02/06/2021","MAGNIT MM KOCHKOREZ      SANKT-PETERBURU","-329.78","food"
"02/06/2021","VKUSVILL 1789 3          SANKT-PETERBURU","-407.40","food"
"02/05/2021","SUSHIWOK.RU              SANKT-PETERBURU","-1034.00","cafe"
"02/05/2021","2417 DETSKIY MIR         SANKT-PETERBURU","-929.80","goods"
"02/05/2021","MEALTY                   SANKT-PETERBURU","-300.00","office"
"02/05/2021","OOO MEDEKSPRESS-SERVIS   SANKT-PETERBURU","-2125.00","health"
"02/05/2021","PEKARNYA CEKH85          SANKT-PETERBURU","-501.00","cafe"
"02/05/2021","RIOMAG                   SANKT-PETERBURU","-317.60","food"
"02/05/2021","KRASNOE BELOE            SANKT-PETERBURU","-999.98","food"
"02/05/2021","PEREKRESTOK LYZHNYY      SANKT-PETERBURU","-1050.02","food"
"02/05/2021","MAGNIT MM KOCHKOREZ      SANKT-PETERBURU","-927.96","food"
"02/05/2021","VKUSVILL 2127 4          SANKT-PETERBURU","-278.83","food"
"02/05/2021","IP PALAMARCHUK A.V.      ST.-PETERSBURRU","-850.00","health"
"02/04/2021","FAMILIA                  SANKT-PETERBURU","-1835.00","goods"
"02/04/2021","OSTIN SZF                SANKT-PETERBURU","-1398.00","goods"
"02/04/2021","SINSAY                   SANKT-PETERBURU","-234.00","goods"
"02/04/2021","KUCHENLAND HOME          SANKT-PETERBURU","-399.00","goods"
"02/04/2021","MEALTY.                  SANKT-PETERBURU","-180.00","office"
"02/04/2021","KUCHENLAND HOME          SANKT-PETERBURU","-892.00","goods"
"02/04/2021","PEREKRESTOK              SANKT-PETERBURU","-446.49","food"
"02/04/2021","PEREKRESTOK LYZHNYY      SANKT-PETERBURU","-741.10","food"
"02/04/2021","LYUDI LYUBYAT            SANKT-PETERBURU","-114.00","food"
"02/04/2021","OSTIN SZF                SANKT-PETERBURU","443.00","goods"
"02/03/2021","IP PALAMARCHUK A.V.      ST.-PETERSBURRU","-1630.00","health"
"02/03/2021","VKUSVILL 2127 4          SANKT-PETERBURU","-280.07","food"
"02/03/2021","APTEKA 312-78            SANKT-PETERBURU","-1529.00","health"
"02/03/2021","IP PERMYAKOV V.G.        SANKT-PETERBURU","-330.00","food"
"02/03/2021","MEALTY.                  SANKT-PETERBURU","-180.00","office"
"02/03/2021","LYUDI LYUBYAT            SANKT-PETERBURU","-114.00","food"
"02/03/2021","MAGNIT MM KOCHKOREZ      SANKT-PETERBURU","-454.02","food"
"02/03/2021","SP IP TROFIMOV L.S.      SANKT-PETERBURU","-450.00","beauty"
"02/02/2021","GORODSKIE KONDITERSKIE   St PetersburgRU","-227.00","cafe"
"02/02/2021","PAY.MTS.RU TOPUP 0674    MOSCOW       RU","-500.00","home"
"02/02/2021","PAY.MTS.RU TOPUP 0674    MOSCOW       RU","-500.00","home"
"02/02/2021","IP ZHURAVLEVA E.A.       SANKT-PETERBURU","-1115.07","food"
"02/02/2021","MEALTY.                  SANKT-PETERBURU","-180.00","office"
"02/02/2021","RIOMAG                   SANKT-PETERBURU","-1225.20","food"
"02/02/2021","LYUDI LYUBYAT            SANKT-PETERBURU","-49.00","food"
"02/02/2021","VKUSVILL 1600 5          SANKT-PETERBURU","-408.33","food"
"02/02/2021","LYUDI LYUBYAT            SANKT-PETERBURU","-183.00","food"
"02/01/2021","MEDI                     S-PETERBURG  RU","-666.00","health"
"02/01/2021","MOYA SEMEYNAYA SHKOLA    SANKT-PETERBURU","-24000.00","school"
"02/01/2021","IP Sologub               St.PetersburgRU","-550.00","health"
"02/01/2021","METRO.SPB.RU             St PetersburgRU","-1000.00","transport"
"02/01/2021","LYUDI LYUBYAT            SANKT-PETERBURU","-49.00","food"
"02/01/2021","DIXY-78061               SANKT-PETERBURU","-48.87","office"
"02/01/2021","MEALTY.                  SANKT-PETERBURU","-300.00","office"
"02/01/2021","VKUSVILL 2127 4          SANKT-PETERBURU","-324.95","food"
"02/01/2021","CITIBANK ALERTING SERVICE CHARGES","-89.00","home"
